연번,시도청,경찰서,관서명,구분,전화번호,주소,위도,경도
932,경기북부청,포천,신북,파출소,031-534-4112,경기도 포천시  호국로 2059,37.9334400254439,127.226385879163
933,경기북부청,포천,가산,파출소,031-544-2112,경기도 포천시 가산면 가산로309번길 13,37.8463910185568,127.18450568623
934,경기북부청,포천,화현,파출소,031-532-4112,경기도 포천시 화현면 화동로 327,37.8970403615485,127.301462385571
935,경기북부청,포천,이동,파출소,031-534-1112,경기도 포천시 이동면 화동로 2078 ,38.0331009810232,127.366507451319
936,경기북부청,포천,영북,파출소,031-532-5112,경기도 포천시 영북면 운천로 4,38.0916981476163,127.273894682696
937,경기북부청,포천,영중,파출소,031-532-6112,경기도 포천시 영중면 양문로 109,38.0025685289914,127.242723678237
938,경기북부청,가평,조종,파출소,031-585-0112,경기도 가평군 조종면 현창로 43 ,37.8187886820547,127.347909786374
939,경기북부청,가평,상면,파출소,031-585-2112,경기도 가평군 상면 청군로 1101,37.8048670833522,127.357348912915
940,경기북부청,가평,청평,파출소,031-584-0112,경기도 가평군 청평면 청평중앙로 33,37.7373519739857,127.418340959123
941,경기북부청,가평,읍내,파출소,031-582-2203,경기도 가평군 가평읍 가화로 38,37.8234693751641,127.516272253504
942,경기북부청,가평,북면,파출소,031-582-0112,경기도 가평군 북면 화악산로 6,37.8858051495126,127.549702380237
943,경기북부청,가평,설악,파출소,031-584-7112,경기도 가평군 설악면 신천중앙로 115 ,37.6777730610219,127.490686469392
944,경기북부청,연천,전곡,파출소,031-832-2112,경기도 연천군 전곡읍 전곡읍 선사로 410,38.0255859977689,127.073620125704
945,경기북부청,연천,청산,파출소,031-832-4112,경기도 연천군 연천읍 평화로 229,,
946,경기북부청,연천,연천,파출소,031-834-1112,경기도 연천군 연천읍 문화로 67-1 ,38.0996220084723,127.077327193351
947,경기북부청,연천,신서,파출소,031-834-8142,경기도 연천군 신서면 연신로 1153,38.1847831469455,127.10716945293
948,경기북부청,연천,백학,파출소,031-835-5112,경기도 연천군 백학면 청정로 532-1,38.0301192633216,126.917286711328
949,경기북부청,연천,왕징,파출소,031-833-9112,경기도 연천군 왕징면 왕산로28번길 3 ,38.0572585655297,127.013012492239
950,경기북부청,연천,군남,파출소,031-833-8222,경기도 연천군 군남면 군남로 413-6 ,38.084588674485,127.018830527587
951,강원청,춘천,중부,지구대,033-245-0711,강원도 춘천시  서부대성로 168(효자동603),37.8757762198756,127.737286872943
952,강원청,춘천,후평,지구대,033-245-0721,강원도 춘천시  춘천로 325 ,37.882833421637,127.74827478942
953,강원청,춘천,서부,지구대,033-245-0731,강원도 춘천시 영서로 2414,37.8743823155766,127.713256747432
954,강원청,춘천,남부,지구대,033-245-0741,강원도 춘천시  우석로4번길 21 남부지구대,37.8608271550424,127.745030648422
955,강원청,춘천,소양로,지구대,033-245-0761,강원도 춘천시  공지로 571-1,37.883079374625,127.716399842699
956,강원청,춘천,남산,파출소,033-245-0781,강원도 춘천시 남산면 한치로 77,37.7916738299165,127.646657599652
957,강원청,춘천,서면,파출소,033-245-0791,강원도 춘천시 서면 박사로 1277서면파출소,37.922501133829,127.709830518924
958,강원청,춘천,사북,파출소,033-245-0701,강원도 춘천시 사북면 영서로 4715 사북파출소,38.0296304723954,127.641042337181
959,강원청,춘천,신북,파출소,033-245-0771,강원도 춘천시 신북읍 율문길 79,37.9257926079672,127.746911544902
960,강원청,춘천,신사우,파출소,033-245-0751,강원도 춘천시  영서로2771번길 2,37.9008391822556,127.728439193232
961,강원청,강릉,중부,지구대,033-650-9712,강원도 강릉시  용지로 172 중부지구대,37.7635176453149,128.900283227311
962,강원청,강릉,동부,지구대,033-650-9722,강원도 강릉시  경강로 2439 동부지구대,37.7741136471289,128.926352337963
963,강원청,강릉,남부,지구대,033-650-9732,강원도 강릉시  임영로 74 ,37.7489923839196,128.897091188702
964,강원청,강릉,북부,지구대,033-650-9742,강원도 강릉시 주문진읍 주문로 130,37.8944516427892,128.829111284546
965,강원청,강릉,서부,지구대,033-650-9753,강원도 강릉시  하슬라로 223,37.76984119044,128.875527692215
966,강원청,강릉,강동,파출소,033-650-9763,강원도 강릉시 강동면 와천로468-4,37.7265443123518,128.954618795832
967,강원청,강릉,옥계,파출소,033-650-9772,강원도 강릉시 옥계면 현내시장길 26,37.612664048253,129.038561829731
968,강원청,원주,단관,지구대,033-761-8013,강원도 원주시  강변로 263,37.3310287871697,127.961257008929
969,강원청,원주,북원,지구대,033-742-8009,강원도 원주시  우산공단길 9-1 ,37.3739154128302,127.941626389328
970,강원청,원주,단계,지구대,033-732-8015,강원도 원주시 북원로 2317,37.3522844790896,127.934416024359
971,강원청,원주,봉산,지구대,033-742-8007,강원도 원주시  현충로 107-8,37.363775645396,127.951026912077
972,강원청,원주,흥업,지구대,033-762-4112,강원도 원주시 흥업면 남원로 43 ,37.2999650791172,127.918824139837
973,강원청,원주,중앙,지구대,033-742-8011,강원도 원주시 평원로 160(학성동),37.3569806734043,127.944091726326
974,강원청,원주,문막,파출소,033-734-7113,강원도 원주시 문막읍 건등로 3 ,37.3118182440309,127.816763975731
975,강원청,원주,부론,파출소,033-738-0782,강원도 원주시 부론면 법천시장길 33,37.20936800631,127.7499625732
976,강원청,원주,지정,지구대,033-732-0102,강원도 원주시 지정면 가곡로 63,37.3772369012226,127.876946025186
977,강원청,원주,치악,지구대,033-745-0791,강원도 원주시 양지로 90,37.3289772792307,127.986597972855
978,강원청,동해,묵호,지구대,033-539-3375,강원도 동해시  발한로 241,37.550471021715,129.10699182965
979,강원청,동해,천곡,지구대,033-539-3715,강원도 동해시  천곡로 16,37.5248857393847,129.106997884988
980,강원청,동해,북삼,지구대,033-539-3355,강원도 동해시  효자남길 33-8,37.4896099370412,129.107044609871
981,강원청,동해,북평,파출소,033-539-3345,강원도 동해시  대동로 132,37.4835537239965,129.126409125497
982,강원청,태백,황지,지구대,033-552-2112,강원도 태백시  황지로 94(황지지구대),37.1670371102097,128.992173487976
983,강원청,태백,장성,파출소,033-581-8112,강원도 태백시  장성로 28(장성동),37.1022963327808,129.00893478582
984,강원청,태백,소도,파출소,033-552-8113,강원도 태백시  버들치길 태백시 버들치길 51,37.1421240225108,128.979096162346
985,강원청,태백,철암,파출소,033-582-8113,강원도 태백시  상철암길 28-6 태백경찰서 철암파출소,37.1254232540192,129.045627909616
986,강원청,태백,통리,파출소,033-552-1112,강원도 태백시  통리1길 112,37.1723124965689,129.038780508698
987,강원청,속초,영랑,지구대,033-633-2362,강원도 속초시  중앙로 22-9,38.1982108928506,128.580475028872
988,강원청,속초,양양,지구대,033-673-2112,강원도 양양군 양양읍 남문로 35,,
989,강원청,속초,청초,지구대,033-633-3264,강원도 속초시  동해대로 4100,38.1898219670492,128.586089483545
990,강원청,속초,현남,파출소,033-671-6112,강원도 양양군 현남면 인구중앙길 51 현남파출소,37.9696307377701,128.75996815574
991,강원청,속초,현북,파출소,033-672-1112,강원도 양양군 현북면 하조대1길 하조대 1길 57,38.0197614596615,128.723434081069
992,강원청,속초,강현,파출소,033-671-5112,강원도 양양군 강현면 동해대로 3485-39 강현파출소,38.1492829760176,128.607859997411
993,강원청,속초,서면,파출소,033-672-0112,강원도 양양군 서면 물윗구미길 9,38.0715868351985,128.585717160271
994,강원청,삼척,하장,파출소,033-552-0112,강원도 삼척시 하장면 하장길 74,37.3474847039118,128.94452755775
995,강원청,삼척,원덕,파출소,033-572-6112,강원도 삼척시 원덕읍 삼척로 418,37.1750350459521,129.337668163728
996,강원청,삼척,임원,파출소,033-572-5112,강원도 삼척시 원덕읍 삼척로 1214,37.23279480153,129.343326646535
997,강원청,삼척,근덕,파출소,033-572-3112,강원도 삼척시 근덕면 삼척로 3655 근덕파출소,37.380744525021,129.225478661023
998,강원청,삼척,미로,파출소,033-573-2112,강원도 삼척시 미로면 강원남부로 4033,37.4178692955406,129.113080363348
999,강원청,삼척,도계,파출소,033-541-2112,강원도 삼척시 도계읍 도계로 262 도계파출소,37.2326058437498,129.045589271163
1000,강원청,삼척,성내,파출소,033-574-0112,강원도 삼척시  진주로 30 성내파출소,37.4433334717601,129.164149737212
1001,강원청,삼척,정라,지구대,033-572-2113,강원도 삼척시  새천년도로 40,37.4373591512798,129.186805672394
1002,강원청,영월,영월,지구대,033-374-3112,강원도 영월군 영월읍 중앙로 77,37.1836235037905,128.472304648842
1003,강원청,영월,남면,파출소,033-372-4112,강원도 영월군 남면 영월로 815 남면파출소,37.1859576066264,128.399145439224
1004,강원청,영월,주천,파출소,033-372-7112,강원도 영월군 주천면 주천로 75,37.2703993681036,128.267073941354
1005,강원청,영월,한반도,파출소,033-372-6112,강원도 영월군 한반도면 신천길 20-4,37.2372749230569,128.327566124805
1006,강원청,영월,산솔,파출소,033-378-4112,강원도 영월군 중동면 태백산로 1198,37.1456570437603,128.680696249942
1007,강원청,영월,김삿갓,파출소,033-372-9112,강원도 영월군 김삿갓면 영월동로 1676 ,37.128928136611,128.570260367174
1008,강원청,정선,남면,파출소,033-560-5277,강원도 정선군 남면 칠현로 45,37.2667025967906,128.739155097806
1009,강원청,정선,신동,파출소,033-560-5278,강원도 정선군 신동읍 의림로 321,37.220203466991,128.645148561523
1010,강원청,정선,화암,파출소,033-560-5273,강원도 정선군 화암면 그림바위길 68 화암파출소,37.3380262032307,128.788387155781
1011,강원청,정선,임계,파출소,033-560-5274,강원도 정선군 임계면 서동로 4559,37.4948540407756,128.850580682888
1012,강원청,정선,사북,파출소,033-560-5275,강원도 정선군 사북읍 사북중앙로 49 정선경찰서 사북파출소,37.2278813019384,128.820173017147
1013,강원청,정선,고한,파출소,033-560-5276,강원도 정선군 고한읍 고한2길 5 ,37.2040949785027,128.849835207482
1014,강원청,정선,여량,파출소,033-560-5272,강원도 정선군 여량면 서동로 2921 정선경찰서 여량파출소,37.4720897777332,128.724208937661
1015,강원청,정선,정선,파출소,033-560-5271,강원도 정선군 정선읍 봉양7길 36,37.3800245392061,128.665593823527
1016,강원청,홍천,희망,지구대,033-434-2386,강원도 홍천군 홍천읍 진리로 31,37.693359207429,127.888920423692
1017,강원청,홍천,내면,파출소,033-432-6112,강원도 홍천군 내면 창촌로 65,37.774459216975,128.390092268494
1018,강원청,홍천,서석,파출소,033-433-4112,강원도 홍천군 서석면 구룡령로 2517 ,37.7130477540939,128.184998186738
1019,강원청,홍천,서면,파출소,033-434-0330,강원도 홍천군 서면 팔봉산로 555,37.6833111106721,127.662446273513
1020,강원청,홍천,남면,파출소,033-432-4112,강원도 홍천군 남면 양덕원로 86,37.617075546248,127.768473184395
1021,강원청,홍천,화촌,파출소,033-432-2112,강원도 홍천군 화촌면 성산로 149,37.771441661216,127.967430322038
1022,강원청,홍천,두촌,파출소,033-435-3112,강원도 홍천군 두촌면 자은로 353 ,37.8687002295585,128.019515792694
1023,강원청,홍천,내촌,파출소,033-433-3112,강원도 홍천군 내촌면 내촌길 29,37.8161166007125,128.087368769994
1024,강원청,평창,평창,지구대,033-339-5372,강원도 평창군 평창읍 평창중앙로 5,37.3663155231676,128.39500724655
1025,강원청,평창,중부,지구대,033-339-5376,강원도 평창군 봉평면 평온길 2 ,37.6020860298203,128.378971817214
1026,강원청,평창,대화,파출소,033-339-5304,강원도 평창군 대화면 대화중앙로 112,37.4989968955957,128.456033675644
1027,강원청,평창,진부,파출소,033-339-5275,강원도 평창군 진부면 청송로 103,37.6368799488062,128.557823399124
1028,강원청,평창,대관령,파출소,033-339-5284,강원도 평창군 대관령면 대관령로 대관령로 95,37.6726823443427,128.707159351778
1029,강원청,횡성,횡성,지구대,033-340-7415,강원도 횡성군 횡성읍 횡성로 389 ,37.487914825371,127.985124129652
1030,강원청,횡성,둔내,파출소,033-340-7421,강원도 횡성군 둔내면 둔내로 33,37.5129065359361,128.214347611179
1031,강원청,횡성,우천,파출소,033-340-7431,강원도 횡성군 우천면 수남로 390,37.4571813635668,128.067383331502
1032,강원청,횡성,안흥,파출소,033-340-7441,강원도 횡성군 안흥면 안흥로 41,37.4131947578747,128.157461238943
1033,강원청,횡성,청일,파출소,033-340-7451,강원도 횡성군 청일면 청정로 825,37.5828949981482,128.149000779607
1034,강원청,횡성,서원,파출소,033-340-7461,강원도 횡성군 서원면 서원로  143,37.4869031350231,127.848713355051
1035,강원청,고성,간성,파출소,033-682-0112,강원도 고성군 간성읍 간성로 104,38.3811018961304,128.464628357317
1036,강원청,고성,토성,파출소,033-632-0113,강원도 고성군 토성면 토성로 165,38.2589930474865,128.556986319886
1037,강원청,고성,죽왕,파출소,033-632-6112,강원도 고성군 죽왕면 심층수길 15,38.3259528998331,128.526400538175
1038,강원청,고성,금강,파출소,033-682-2112,강원도 고성군 거진읍 거진길 67,38.4492479548109,128.457110479126
1039,강원청,인제,상동,파출소,033-463-2112,강원도 인제군 인제읍 인제로 178번길 52-6,38.0640138655658,128.173000371874
1040,강원청,인제,남면,파출소,033-461-6112,강원도 인제군 남면 신남로 49 남면파출소,37.9675193380994,128.079051819584
1041,강원청,인제,기린,파출소,033-461-5112,강원도 인제군 기린면 기린로 32,37.9547168251031,128.318298954894
1042,강원청,인제,북면,파출소,033-461-3112,강원도 인제군 북면 원통로 278 북면파출소,38.1263405536525,128.213714910119
1043,강원청,인제,서화,파출소,033-462-4112,강원도 인제군 서화면 천도로81번길 28,38.2215213750689,128.207544800456
1044,강원청,철원,동송,지구대,033-455-2112,강원도 철원군 동송읍 금학로 169-8  동송지구대,38.2041386987197,127.21994787813
1045,강원청,철원,갈말,파출소,033-452-3117,강원도 철원군 갈말읍 명성로174번길 51,38.1483995049431,127.313434415724
1046,강원청,철원,김화,파출소,033-458-3333,강원도 철원군 서면 와수로 232 김화파출소,38.2426075834188,127.443530173494
1047,강원청,화천,간동,파출소,033-442-5112,강원도 화천군 간동면 파로호로 1144 간동파출소,38.0545019082499,127.812833414428
1048,강원청,화천,상서,파출소,033-441-6112,강원도 화천군 상서면 다파로 1625 상서파출소,38.1570594604918,127.65549075399
1049,강원청,화천,하리,파출소,033-442-3112,강원도 화천군 화천읍 중앙로6길 40 하리파출소,38.1027612284336,127.705127525247
1050,강원청,화천,하남,파출소,033-441-2112,강원도 화천군 하남면 원천새싹길 8 하남파출소,38.0587681961416,127.66728577165
1051,강원청,화천,사내,파출소,033-441-4112,강원도 화천군 사내면 포화로 1156 사내파출소,38.0700341320861,127.522602491859
1052,강원청,양구,상리,파출소,033-481-3112,강원도 양구군 양구읍 택지길 74-45 ,38.1052537964184,127.986193474423
1053,강원청,양구,국토정중앙,파출소,033-482-4113,강원도 양구군 국토정중앙면 삼팔선로 10-3,38.1080525144031,128.033980925518
1054,강원청,양구,동면,파출소,033-482-7112,강원도 양구군 동면 금강산로 1685,38.2015950842396,128.043749274184
1055,강원청,양구,방산,파출소,033-481-5112,강원도 양구군 방산면 평화로 5192,38.2076787679632,127.952274405618
1056,강원청,양구,해안,파출소,033-481-0712,강원도 양구군 해안면 펀치볼로 1313 ,38.2856520475798,128.137432863541
1057,충북청,청주흥덕,복대,지구대,043-270-3702,충청북도 청주시 흥덕구  진재로 16 복대지구대,36.6324650506391,127.430129748851
1058,충북청,청주흥덕,강서,지구대,043-270-3703,충청북도 청주시 흥덕구  가로수로 1158 ,36.6265245711784,127.425347047528
1059,충북청,청주흥덕,봉명,지구대,043-270-3705,충청북도 청주시 흥덕구 송절로 64번길 13,36.6581648794343,127.456403620703
1060,충북청,청주흥덕,옥산,파출소,043-270-3708,충청북도 청주시 흥덕구 옥산면 청주역로 662 옥산파출소,36.6660617757398,127.37340402578
1061,충북청,청주흥덕,오송,파출소,043-270-3707,"충청북도 봉산1길 9, 오송파출소",36.6195236858882,127.320742948032
1062,충북청,청주흥덕,강내,파출소,043-270-3704,충청북도 청주시 흥덕구 강내면 가로수로 566 강내파출소,36.6240052426001,127.362680945208
1063,충북청,청주흥덕,남이,파출소,043-270-3709,충청북도 청주시 서원구 남이면 청남로 1205 남이파출소,36.5594646749134,127.433475506915
1064,충북청,청주흥덕,현도,파출소,043-270-3710,충청북도 청주시 서원구 현도면 청남로 358 현도파출소,36.4867828175225,127.424175608952
1065,충북청,청주상당,용암,지구대,043-280-1701,충청북도 청주시 상당구  용암북로160번길 7 용암지구대,36.6225943317745,127.514950176013
1066,충북청,청주상당,분평,지구대,043-280-1703,충청북도 청주시 서원구  분평로 37 분평지구대,36.608788372775,127.489421177513
1067,충북청,청주상당,성안,지구대,043-280-1711,충청북도 청주시 상당구  상당로 94 성안지구대,36.6365556592602,127.490790807131
1068,충북청,청주상당,미원,파출소,043-280-1708,충청북도 청주시 상당구 미원면 미원시내2길 43 ,36.6345080339997,127.655066497642
1069,충북청,청주상당,남일,파출소,043-280-1706,충청북도 청주시 상당구 남일면 단재로 657 ,36.5728372074609,127.511872384844
1070,충북청,청주상당,문의,파출소,043-280-1707,충청북도 청주시 상당구 문의면 문의시내로 1 ,36.5136352819653,127.497563281996
1071,충북청,청주상당,가덕,파출소,043-280-1705,충청북도 청주시 상당구  남일면 보청대로 4761,36.5614026480778,127.541398571106
1072,충북청,청주청원,내덕,지구대,043-251-1701, 충청북도 청주시 청원구  중앙로 202 내덕지구대,36.6551664843407,127.488062225851
1073,충북청,청주청원,사창,지구대,043-251-1703, 충청북도 청주시 서원구  1순환로 690 사창지구대,36.6320314960056,127.460815219246
1074,충북청,청주청원,율량,지구대,043-251-1705, 충청북도 청주시 청원구  율량로3번길 41 율량지구대,36.6723003694939,127.485747187968
1075,충북청,청주청원,서오창,지구대,043-251-1715, 충청북도 청주시 청원구 오창읍 양청리 753 서오창지구대,36.7147512903092,127.425428512745
1076,충북청,청주청원,오창,지구대,043-251-1707, 충청북도 청주시 청원구 오창읍 2산단로 113 오창지구대,36.7325378225919,127.449237929896
1077,충북청,청주청원,내수,파출소,043-251-1709, 충청북도 청주시 청원구 내수읍 청암로 100-6 내수파출소,36.7246021921459,127.540257205524
1078,충북청,충주,연수,지구대,043-852-1113,충청북도 충주시  연수서편2길 8,36.9896226813015,127.930428225732
1079,충북청,충주,중앙,지구대,043-843-0021,충청북도 충주시  중앙로 109 중앙지구대,36.9720765286155,127.935617433673
1080,충북청,충주,서충주,지구대,043-846-0112,충청북도 충주시 대소원면 대소원로 134,36.9748937161393,127.819607747272
1081,충북청,충주,호암,지구대,043-843-0024,충청북도 충주시  중원대로 3394 호암지구대,36.9700525293438,127.923529189829
1082,충북청,충주,엄정,파출소,043-852-7112,충청북도 충주시 엄정면 내창로 179,37.0863160776081,127.914342222366
1083,충북청,충주,앙성,파출소,043-855-7112,충청북도 충주시 앙성면 가곡로 1029,37.1081980913745,127.753405597919
1084,충북청,충주,금가,파출소,043-853-6112,충청북도 충주시 금가면 강수로 351,37.0432669742608,127.927122981312
1085,충북청,충주,수안보,파출소,043-846-0030,충청북도 충주시 수안보면 온천중앙길 6,36.847798578967,127.989996513062
1086,충북청,충주,중앙탑,파출소,043-855-3212,충청북도 충주시 중앙탑면 중앙탑길 251,37.029286435503,127.856752588213
1087,충북청,제천,청전,지구대,043-641-8730,충청북도 제천시  용두천로 318,37.1531712895001,128.218134588741
1088,충북청,제천,중앙,지구대,043-641-8720,충청북도 제천시  독순로 77,37.1387910210421,128.211714888694
1089,충북청,제천,강저,지구대,043-641-8710,충청북도 제천시  청풍호로 79,37.1240432961582,128.202259422168
1090,충북청,제천,청풍,파출소,043-641-8760,충청북도 제천시 청풍면 청풍호로 2119,37.000541833831,128.167622102879
1091,충북청,제천,덕산,파출소,043-641-8770,충청북도 제천시 덕산면 약초로 85,36.9099039024763,128.165614968753
1092,충북청,제천,용두,파출소,043-641-8740,충청북도 제천시  용두대로 33,37.1339639541212,128.199002500026
1093,충북청,제천,봉양,파출소,043-641-8750,충청북도 제천시 봉양읍 북부로 1455,37.1311505124629,128.13099596307
1094,충북청,음성,설성,지구대,043-872-1517,충청북도 음성군 음성읍 중앙로 181,36.9402924493361,127.691682810334
1095,충북청,음성,금왕,지구대,043-878-2112,충청북도 음성군 금왕읍 금석로 73,36.9917952001067,127.597502510692
1096,충북청,음성,대소,파출소,043-881-7112,충청북도 음성군 대소면 오산로 43,36.9673056449637,127.485065225266
1097,충북청,음성,감곡,파출소,043-881-2113,충청북도 음성군 감곡면 장감로 127,37.1190014477881,127.636469702041
1098,충북청,음성,삼성,파출소,043-878-5112,충청북도 음성군 삼성면 덕정로 111,37.0211644892749,127.504236931172
1099,충북청,음성,맹동,파출소,043-878-9112,충청북도 음성군 맹동면 덕금로 408,36.9267750047451,127.565017186523
1100,충북청,음성,혁신,파출소,043-883-9112,충청북도 음성군 맹동면 장성로 115 ,36.9045261299484,127.546498099548
1101,충북청,영동,중앙,지구대,043-745-3112,충청북도 영동군 영동읍 계산로 63,36.1724667424165,127.783710351211
1102,충북청,영동,황간,파출소,043-742-4112,충청북도 영동군 황간면 영동황간로 1661,36.2249886668234,127.909447304161
1103,충북청,영동,학산,파출소,043-743-6112,충청북도 영동군 학산면 서산로 72 ,36.0992003293607,127.683748548339
1104,충북청,영동,양강,파출소,043-742-1112,충청북도 영동군 양강면 학산영동로 835,36.1470380992768,127.748136145847
1105,충북청,영동,상촌,파출소,043-743-4112,충청북도 영동군 상촌면 민주지산로 3027,36.1496621234351,127.914513802881
1106,충북청,영동,용산,파출소,043-742-9112,충청북도 영동군 용산면 용산로 400,36.2662346740448,127.826880728687
1107,충북청,괴산,괴산,지구대,043-834-3112,충청북도 괴산군 괴산읍 읍내로 246,36.8052561458086,127.792610750842
1108,충북청,괴산,증평,지구대,043-836-2112,충청북도 증평군 증평읍 중앙로 232,36.785672426889,127.583931294435
1109,충북청,괴산,칠성,파출소,043-832-5112,충청북도 괴산군 칠성면 도정로 53,36.7877519565752,127.862905993779
1110,충북청,괴산,청안,파출소,043-836-9112,충청북도 괴산군 청안면 청안읍내로 22,36.7720067245098,127.639138798427
1111,충북청,괴산,청천,파출소,043-832-4112,충청북도 괴산군 청천면 괴산로 1357 ,36.6602532091729,127.735572207455
1112,충북청,괴산,불정,파출소,043-833-7112,충청북도 괴산군 불정면 목도로 24 ,36.8722379998876,127.854920561691
1113,충북청,괴산,연풍,파출소,043-833-5112,충청북도 괴산군 연풍면 향교로 43 ,36.7653796215063,127.997925706648
1114,충북청,단양,중앙,지구대,043-641-9710,충청북도 단양군 단양읍 삼봉로 259,36.9801748787157,128.367828147587
1115,충북청,단양,영춘,파출소,043-641-9750,충청북도 단양군 영춘면 온달평강로 67,37.0793751491105,128.483610323734
1116,충북청,단양,대강,파출소,043-641-9730,충청북도 단양군 대강면 대강로 68,36.9222874620849,128.352643213154
1117,충북청,단양,가곡,파출소,043-641-9740,충청북도 단양군 가곡면 남한강로 530 ,37.026712512507,128.384529650576
1118,충북청,단양,매포,파출소,043-641-9720,충청북도 단양군 매포읍 평동로 114,37.0325994870136,128.300759548373
1119,충북청,보은,읍내,지구대,043-542-1112,충청북도 보은군 보은읍 뱃들4길 11-6 ,36.4887490950898,127.723972102255
1120,충북청,보은,속리산,파출소,043-543-3112,충청북도 보은군 속리산면 법주사로 276 ,36.5319295461591,127.823632484565
1121,충북청,보은,내북,파출소,043-542-0112,충청북도 보은군 내북면 남부로 6277 ,36.5787543380782,127.664414620932
1122,충북청,보은,회인,파출소,043-542-9112,충청북도 보은군 회인면 회인로 88,36.4955593575828,127.596842553962
1123,충북청,보은,삼승,파출소,043-542-7112,충청북도 보은군 삼승면 원남로 56-1 ,36.3986820947381,127.731579243002
1124,충북청,보은,마로,파출소,043-542-3112,충청북도 보은군 마로면 관기송현로 54,36.4364609290904,127.815012918286
1125,충북청,옥천,중앙,지구대,043-733-4112,충청북도 옥천군 옥천읍 지용로 21 중앙지구대,36.3122813023677,127.578184620922
1126,충북청,옥천,청산,파출소,043-732-8112,충청북도 옥천군 청산면 지전길 48,36.3458554505328,127.791833056582
1127,충북청,옥천,청성,파출소,043-732-9112,충청북도 옥천군 청성면 산계길 97,36.3312381926835,127.760549851705
1128,충북청,옥천,이원,파출소,043-732-2112,충청북도 옥천군 이원면 신흥1길 18,36.2455617355997,127.619389579733
1129,충북청,옥천,군북,파출소,043-732-5112,충청북도 옥천군 군북면 옥천로 1114 ,36.3307233028257,127.533989827811
1130,충북청,옥천,안내,파출소,043-730-9726,충청북도 옥천군 안내면 안내보은로 114,36.3969178218532,127.669301940362
1131,충북청,옥천,동이,파출소,043-732-3112,충청북도 옥천군 동이면 평산길 34,36.2841056403516,127.617126474553
1132,충북청,진천,상산,지구대,043-532-3112,충청북도 진천군 진천읍 남산3길 10 ,36.8532924054219,127.439528144097
1133,충북청,진천,덕산,지구대,043-536-4112,충청북도 진천군 덕산읍 덕금로 803 ,36.9126622359159,127.506709059068
1134,충북청,진천,이월,파출소,043-537-8112,충청북도 진천군 이월면 진광로 803 ,36.9322758664107,127.429222944135
1135,충북청,진천,광혜원,파출소,043-535-3112,충청북도 진천군 광혜원면 중리3길 18,36.9896696593931,127.443282686838
1136,충북청,진천,초평,파출소,043-532-6112,충청북도 진천군 초평면 초동로 9,36.8456121769979,127.523446335584
1137,충남청,천안서북,쌍용,지구대,041-536-1139,충청남도 천안시 서북구 쌍용12길 3,36.8034643925253,127.119218388355
1138,충남청,천안서북,두정,지구대,041-536-1141,충청남도 천안시 서북구  오성9길 40,36.8332163577042,127.131981431496
1139,충남청,천안서북,성정,지구대,041-536-1143,충청남도 천안시 서북구  천안천4길 48 ,36.8103170957379,127.144846065177
1140,충남청,천안서북,불당,지구대,041-536-1145,충청남도 천안시 서북구 불당23로 66,36.8178078339741,127.107979713878
1141,충남청,천안서북,직산,파출소,041-536-1144,충청남도 서북구 직산읍 삼은2길 27,36.8783923905467,127.147743795938
1142,충남청,천안서북,성거,파출소,041-536-1142,충청남도 천안시 서북구 성거읍 성거길 80,36.8723740426531,127.201146762459
1143,충남청,천안서북,성환,파출소,041-536-1140,충청남도 천안시 서북구 성환읍 성환11길 5,36.9170325015056,127.128538401822
1144,충남청,천안서북,입장,파출소,041-536-1146,충청남도 천안시 서북구 입장면 망향로 1088,36.9070813610841,127.226948107462
1145,충남청,천안동남,목천북면,파출소,041-590-2688,충청남도 천안시 동남구 목천읍 서리1길 50,36.7857505683573,127.235780041085
1146,충남청,천안동남,수신성남,파출소,041-590-2692,충청남도 천안시 동남구 수신면 수신로 433,36.73118073182,127.281211421261
1147,충남청,천안동남,병천동면,파출소,041-590-2689,충청남도 천안시 병천면 충절로 1729,36.7635221064524,127.297590186365
1148,충남청,천안동남,광덕풍세,파출소,041-590-2690,충청남도 천안시 광덕면 신흥리4길 46 ,36.698830880478,127.111694276416
1149,충남청,천안동남,신방,파출소,041-590-2678,충청남도 천안시 동남구 통정4로 38,36.7754167870154,127.133460922172
1150,충남청,천안동남,문성,파출소,041-590-2676,충청남도 천안시 동남구 옛시청길 21,36.8069987158314,127.149538018691
1151,충남청,천안동남,신안,파출소,041-590-2674,충청남도 천안시 동남구 신부동 431-6,36.8248624098549,127.159784449918
1152,충남청,천안동남,남산,지구대,041-590-2673,충청남도 천안시 동남구 충무로 437-1,,
1153,충남청,천안동남,원성,파출소,041-590-2677,충청남도 천안시 동남구 충절로 161,36.8045950255555,127.159170944795
1154,충남청,천안동남,일봉,지구대,041-590-2672,충청남도 천안시 동남구 차돌로 44,36.8003890767837,127.135542025507
1155,충남청,천안동남,청수,파출소,041-590-2686,충청남도 천안시 동남구 청수 14로 103,36.7862857229008,127.157037734703
1156,충남청,서산,대산,지구대,041-689-9805,충청남도 서산시 대산읍 충의로 1932,36.937188830606,126.43463126322
1157,충남청,서산,서부,지구대,041-669-2112,충청남도 서산시  호수공원11로 31,36.7741779330249,126.447745203378
1158,충남청,서산,동부,파출소,041-664-4112,충청남도 서산시  홍천로 20,36.7896182586945,126.481314408036
