번호,사업장명,위도,경도,영업상태명,소재지전화,소재지전체주소,도로명전체주소,의료기관종별명,의료인수,병상수
3952,춘천예현병원,37.851318755,127.61713642,영업/정상,033-264-9885,강원특별자치도 춘천시 서면 당림리 167-1,강원특별자치도 춘천시 서면 샛말길 122-11,정신병원,25,297
3953,봄내병원,37.876176007,127.73412061,영업/정상,033-255-8515,강원특별자치도 춘천시 효자동 655번지,강원특별자치도 춘천시 춘천로 180 (효자동),정신병원,7,128
3954,국립춘천병원,37.771680302,127.76615537,영업/정상,033)260-3000,강원특별자치도 춘천시 동산면 원창리 713번지,강원특별자치도 춘천시 동산면 영서로 824,정신병원,42,153
3955,수원본바른한방병원,37.259864134,127.03160845,영업/정상,031-893-0007,경기도 수원시 팔달구 인계동 1131 수원시청역 선경센트럴파크,"경기도 수원시 팔달구 권광로 138, 3층 (인계동, 수원시청역 선경센트럴파크)",한방병원,13,38
3956,(의)아나의료재단 강릉아나병원,37.760477813,128.90303078,영업/정상,033-642-1100,강원특별자치도 강릉시 옥천동 326번지,강원특별자치도 강릉시 용지로 129 (옥천동),정신병원,32,202
3957,의료법인 의명의료재단 마음편한병원,36.486366677,127.72460137,영업/정상,043542-3100,,충청북도 보은군 보은읍 뱃들로 53-0 ( ),정신병원,15,299
3958,강릉율곡병원,37.78662423,128.87402853,영업/정상,655-1133,강원특별자치도 강릉시 난곡동 401번지 1호,강원특별자치도 강릉시 동해대로3304번길 11 (난곡동),정신병원,23,124
3959,새마음병원,37.26549478,127.82547388,영업/정상,033-731-3111,강원특별자치도 원주시 문막읍 궁촌리 971번지 1호,강원특별자치도 원주시 문막읍 귀문로 1217,정신병원,16,145
3960,내안에병원,37.334144503,127.94867786,영업/정상,033-733-1199,"강원특별자치도 원주시 개운동 434번지 9,10",강원특별자치도 원주시 남원로 562-5 (개운동),정신병원,11,205
3961,의료법인 연강의료재단 연강참병원,33.500254061,126.51526605,영업/정상,064-759-9641,제주특별자치도 제주시 용담일동 2829-14 아세아빌딩,"제주특별자치도 제주시 서광로 175, 아세아빌딩  B-101,301,401,501호 (용담일동)",정신병원,17,78
3962,제이원병원,35.870412253,128.55659516,영업/정상,053-573-0119,대구광역시 서구 평리동 1335-18,"대구광역시 서구 국채보상로 232, 1~5층 (평리동)",정신병원,27,264
3963,의료법인예경의료재단예경병원,35.193724015,128.56214659,영업/정상,055-249-5555,,"경상남도 창원시 마산합포구 중앙서1길 25 (대성동2가, 예경노인병원)",정신병원,18,274
3964,의료법인 성심의료재단 늘푸른병원,36.581488986,128.1942061,영업/정상,054-555-8275,경상북도 상주시 함창읍 윤직리 590-41,경상북도 상주시 함창읍 경서로 8-8,정신병원,10,241
3965,동양의료재단연세사랑병원,35.128659972,128.701113,영업/정상,055-540-7700,경상남도 창원시 진해구 장천동 712-11,경상남도 창원시 진해구 행암로 76 (장천동),정신병원,24,296
3966,의료법인한길사랑의료재단현대사랑병원,35.132410105,128.44753233,영업/정상,055-240-8002,경상남도 창원시 마산합포구 진북면 인곡리 348번지 외 7필지,경상남도 창원시 마산합포구 진북면 동삼길 314-25,정신병원,23,299
3967,마음편한병원,37.525100072,126.73440426,영업/정상,032-207-7070,인천광역시 계양구 작전동 708-2 해룡빌딩,"인천광역시 계양구 아나지로 380, 해룡빌딩 1~5층 (작전동)",정신병원,30,299
3968,의료법인춘천서인병원,37.770668803,127.72866282,영업/정상,033)261-0999,강원특별자치도 춘천시 군자2리 442-1,강원특별자치도 춘천시 동산면 새술막길 315-77,정신병원,24,234
3969,의료법인청아의료재단동서병원,35.256887008,128.52114883,영업/정상,055-230-1800,,경상남도 창원시 마산회원구 내서읍 호원로 265 (동서병원),정신병원,59,711
3970,이즈병원,35.857317297,128.46689459,영업/정상,053-656-8381,대구광역시 달성군 다사읍 매곡리 1551-1,"대구광역시 달성군 다사읍 달구벌대로 893, 7~12층",정신병원,20,225
3971,새봄한방병원,35.541648215,129.31179983,영업/정상,052-260-9000,울산광역시 남구 신정동 176-5,울산광역시 남구 중앙로 234 (신정동),한방병원,14,71
3972,다움요양병원,35.209658748,126.8734939,영업/정상,062-233-1111,광주광역시 북구 양산동 249번지 38호,광주광역시 북구 하서로 387 (양산동),요양병원(일반요양병원),34,299
3973,우암병원,35.183381595,126.93294165,영업/정상,062-260-2700,광주광역시 북구 각화동 451번지 1호,광주광역시 북구 동문대로248번길 10 (각화동),병원,30,180
3974,새운암병원,35.174764803,126.88135525,영업/정상,062-527-0134,"광주광역시 북구 운암동 90번지 6호 지하1층, 지상1-7층","광주광역시 북구 북문대로 35, 지하1-지상7층 (운암동)",병원,4,73
3975,해피니스요양병원,35.172134366,126.93319605,영업/정상,062-251-8400,"광주광역시 북구 두암2동 851번지 10호 (삼정로 142)지하1층,지상1~5층",광주광역시 북구 삼정로 142 (두암동),요양병원(일반요양병원),15,159
3976,두암기독병원,35.161528325,126.93349985,영업/정상,062-720-9100,광주광역시 북구 풍향동 790번지,광주광역시 북구 갈마로 27 (풍향동),병원,42,143
3977,에덴병원,35.175549694,126.92983804,영업/정상,062-260-3000,광주광역시 북구 두암2동 822번지 12호 외 3필지,광주광역시 북구 면앙로170번길 10 (두암동),병원,75,59
3978,진요양병원,35.180071608,126.87409674,영업/정상,062-520-3800,,"광주광역시 북구 대자실로 33, 지하1,지상1~9층 (운암동)",요양병원(일반요양병원),41,98
3979,서강한방병원,35.177913242,126.87094648,영업/정상,062-514-0012,광주광역시 북구 운암동 976번지 2호,"광주광역시 북구 서강로 67, 2,3층 (운암동)",한방병원,2,83
3980,장원한방병원,35.216586223,126.88053178,영업/정상,062-575-5100,,"광주광역시 북구 양산택지로 131, 1~3층 (본촌동)",한방병원,5,60
3981,광주양지요양병원,35.205096315,126.90205265,영업/정상,062-531-5000,광주광역시 북구 삼각동 434번지,"광주광역시 북구 우치로422번길 32, 지1.1-4층 (삼각동, 양지병원)",요양병원(일반요양병원),25,297
3982,천사요양병원,35.17427502,126.88350168,영업/정상,062-522-5004,"광주광역시 북구 운암동 487번지 9호 (지1,1∼7층)","광주광역시 북구 북문대로 18, 지1,1～7층 (운암동)",요양병원(일반요양병원),49,298
3983,전남대학교치과병원,35.176223699,126.90576939,영업/정상,062-530-5500,광주광역시 북구 용봉동 300번지 전남대학교,광주광역시 북구 용봉로 33 (용봉동),치과병원,78,14
3984,그린요양병원,35.174263306,126.88221051,영업/정상,062-530-7000,,"광주광역시 북구 북문대로 25-1, 지1, 1~4층 (운암동)",요양병원(일반요양병원),29,66
3985,북구우리들병원,35.171132476,126.92340431,영업/정상,062-260-8000,광주광역시 북구 두암1동 886번지 9호,광주광역시 북구 동문대로 84 (두암동),병원,31,59
3986,은병원,35.171560702,126.92463671,영업/정상,062-269-1500,,광주광역시 북구 동문대로 94 (두암동),병원,33,94
3987,튼튼정형외과병원,35.173175204,126.91433497,영업/정상,062-372-6000,광주광역시 북구 중흥3동 280번지 28호,광주광역시 북구 서방로 12 (중흥동),병원,33,59
3988,광주굿모닝병원,35.184838361,126.87142361,영업/정상,062-250-1000,,광주광역시 북구 북문대로 182 (운암동),병원,52,124
3989,리더스용봉한방병원,35.182842157,126.89746149,영업/정상,062-523-2200,,광주광역시 북구 비엔날레로 186 (용봉동),한방병원,4,67
3990,효드림요양병원,35.168956541,126.89937882,영업/정상,062-512-3500,,광주광역시 북구 들재매길 101 (신안동),요양병원(일반요양병원),22,184
3991,광주현대병원,35.185655818,126.89798334,영업/정상,062-570-0336,광주광역시 북구 용봉동 1129번지 2호,광주광역시 북구 설죽로 291 (용봉동),종합병원,120,236
3992,광주병원,35.178873613,126.92816844,영업/정상,062-260-7000,광주광역시 북구 두암2동 565번지 1호,광주광역시 북구 면앙로139번길 51 (두암동),종합병원,190,304
3993,해피뷰병원,35.1586032,126.90671934,영업/정상,062-519-9000,광주광역시 북구 유동 8번지 9호,광주광역시 북구 경열로 216 (유동),종합병원,99,234
3994,배가한방병원,35.206604021,126.85912247,영업/정상,062-571-9595,"광주광역시 북구 신용동 690번지 (3,4층)","광주광역시 북구 첨단연신로 271, 3,4층 (신용동)",한방병원,7,71
3995,빛고을여성병원,35.210398736,126.87361737,영업/정상,062-602-9000,,"광주광역시 북구 하서로 395, 빛고을 여성병원 2~7층 (양산동)",병원,54,85
3996,새우리한방병원,35.184627629,126.87052228,영업/정상,062-464-5000,,"광주광역시 북구 북문대로 183, 2~7층 (운암동)",한방병원,7,99
3997,소리청일곡에스한방병원,35.202709028,126.89739099,영업/정상,062-571-2222,,광주광역시 북구 양일로 307(일곡동),한방병원,1,66
3998,새나래병원,35.207012459,126.86402863,영업/정상,062-411-0000,광주광역시 북구 신용동 734번지,"광주광역시 북구 첨단연신로 101, 2-9층 (신용동)",병원,48,103
3999,엄마요양병원,35.163954542,126.90463537,영업/정상,062-234-4568,광주광역시 북구 신안동 120번지 9호,광주광역시 북구 중흥로91번길 2 (신안동),요양병원(일반요양병원),7,188
4000,제이한방병원,35.206555102,126.86250175,영업/정상,062-460-1000,광주광역시 북구 신용동 729,"광주광역시 북구 첨단연신로91번길 20-4, 5-6층 (신용동)",한방병원,7,60
4001,편한한방병원,35.17557798,126.88143621,영업/정상,062-224-1075,광주광역시 북구 운암동 434번지 29호 외4필지,"광주광역시 북구 북문대로 42, 3,6,7층 (운암동)",한방병원,5,65
4002,올다몸과맘한방병원,,,영업/정상,062-716-1075,광주광역시 북구 용봉동 968번지 외5필지,"광주광역시 북구 매곡로 22, 1-6층 (용봉동)",한방병원,16,80
4003,광주일곡병원,35.202861302,126.89760951,영업/정상,062-608-7013,광주광역시 북구 일곡동 840번지 3호,광주광역시 북구 양일로 309 (일곡동),종합병원,98,144
4004,북구미래아동병원,35.190297242,126.89973048,영업/정상,062-250-2500,광주광역시 북구 오치2동 752번지 1호,광주광역시 북구 설죽로 346 (오치동),병원,44,50
4005,에이치요양병원,35.168963646,126.90452838,영업/정상,062-510-2000,광주광역시 북구 신안동 213번지 27호,광주광역시 북구 서암대로 187 (신안동),요양병원(일반요양병원),32,294
4006,첨단우암병원,35.218647098,126.85319179,영업/정상,"062-601-2000,2131",광주광역시 북구 오룡동 1115번지 6호,"광주광역시 북구 앰코로 6 (오룡동, 첨단실버메디켈센터)",병원,25,149
4007,광주희망병원,35.213446542,126.87471572,영업/정상,062-608-6000,광주광역시 북구 용두동 276번지 4호,광주광역시 북구 하서로 429 (용두동),종합병원,79,191
4008,엔탑이비인후과병원,35.190586796,126.89869082,영업/정상,062-717-7500,,광주광역시 북구 설죽로 347 (매곡동),병원,22,49
4009,운암한국병원,35.1850974,126.86974313,영업/정상,062-608-8000,광주광역시 북구 운암3동 1078번지 11호,광주광역시 북구 북문대로 191 (운암동),종합병원,78,208
4010,광주연세요양병원,35.176667706,126.85971016,영업/정상,062-520-7000,광주광역시 북구 동림동 703번지 1호,광주광역시 북구 동운로 29 (동림동),요양병원(일반요양병원),30,256
4011,아이맘아동병원,35.210523401,126.87451189,영업/정상,622208000,"광주광역시 북구 양산동 235번지 2,3,4,5층","광주광역시 북구 하서로 400, 2,3,4,5층 (양산동)",병원,37,58
4012,광주미래병원,35.180860119,126.93299278,영업/정상,062-260-2900,,광주광역시 북구 두리봉길 59 (각화동),정신병원,29,228
4013,햇살한방병원,35.186078718,126.90565132,영업/정상,062-251-7000,광주광역시 북구 오치동 976번지 1호,"광주광역시 북구 우치로 236, 3~6층 (오치동)",한방병원,4,82
4014,새운암한방병원,35.179430172,126.87177228,영업/정상,062-716-5400,광주광역시 북구 운암동 966번지 정인빌딩,"광주광역시 북구 서강로 85, 정인빌딩 1~5층 (운암동)",한방병원,5,75
4015,태백한방병원,35.192959383,126.89896789,영업/정상,062-252-1075,광주광역시 북구 삼각동 757번지 1호 태주빌딩,"광주광역시 북구 설죽로 376 (삼각동, 태주빌딩)",한방병원,6,76
4016,늘푸른요양병원,35.16948051,126.91119445,영업/정상,062-521-6500,광주광역시 북구 중흥2동 369번지 3호,광주광역시 북구 우치로 20 (중흥동),요양병원(일반요양병원),19,179
4017,첨단THE선요양병원,35.200202136,126.86309612,영업/정상,519-5000,광주광역시 북구 연제동 1061,"광주광역시 북구 첨단연신로 25, 2,3,5,6층 (연제동)",요양병원(일반요양병원),11,377
4018,진천신라병원,35.810889712,128.51710923,영업/정상,053-642-2475,,대구광역시 달서구 월배로 10 (진천동),병원,18,70
4019,한미병원,,,영업/정상,053-284-0119,,대구광역시 달서구 이곡동로 66 (이곡동),병원,49,72
4020,서대구대동병원,35.851345961,128.53899649,영업/정상,053-662-1000,,"대구광역시 달서구 달구벌대로 1577, 서대구 대동병원 (죽전동)",정신병원,39,232
4021,에스병원,35.837861587,128.53652377,영업/정상,053-524-6601,대구광역시 달서구 본리동 402-2,"대구광역시 달서구 와룡로 57, 1~3,6층 (본리동)",병원,9,38
4022,열린아동병원,35.849514549,128.53569936,영업/정상,053-269-7000,"대구광역시 달서구 감삼동 452-1(3,4,5층)","대구광역시 달서구 달구벌대로 1542, 3,4,5층 (감삼동)",병원,24,41
4023,의료법인구의료재단 구병원,35.85060489,128.54145122,영업/정상,053-560-9114,대구광역시 달서구 감삼동139-2,대구광역시 달서구 감삼북길 141 (감삼동),종합병원,225,254
4024,마디탄탄병원,35.819018542,128.53685616,영업/정상,053-634-1000,대구광역시 달서구 상인동 72-4,대구광역시 달서구 월배로 215 (상인동),병원,26,111
4025,송현효요양병원,35.828752565,128.55046462,영업/정상,053-626-7100,대구광역시 달서구 송현동 1931번지 14호,대구광역시 달서구 월배로 384 (송현동),요양병원(일반요양병원),28,186
4026,의료법인상보의료재단 대구경상병원,35.857395139,128.55837219,영업/정상,053-620-7300,대구광역시 달서구 두류동 148-1 두류빌딩,"대구광역시 달서구 달구벌대로 1762, 두류빌딩 1,4~6,8,9층 (두류동)",병원,83,148
4027,삼일병원,35.832527029,128.55361162,영업/정상,053-659-3100,대구광역시 달서구 송현동 202,"대구광역시 달서구 월배로 436, 지하1,지상1~11층 (송현동)",종합병원,241,248
4028,더블유병원,35.852611172,128.54491166,영업/정상,053-550-5000,대구광역시 달서구 감삼동 102-7 더블유병원,"대구광역시 달서구 달구벌대로 1632, 더블유병원 (감삼동)",종합병원,328,462
4029,미주병원,35.849176725,128.54686387,영업/정상,053-629-8119,,대구광역시 달서구 당산로 138 (성당동),정신병원,15,173
4030,참조은병원,35.830328999,128.55162571,영업/정상,053-630-8000,대구광역시 달서구 송현1동 226번지 1호,대구광역시 달서구 월배로 404 (송현동),병원,66,102
4031,으뜸병원,35.869979891,128.58935866,영업/정상,534230100,대구광역시 중구 수동 30번지,대구광역시 중구 국채보상로 536 (수동),병원,61,81
4032,누네안과병원,35.863654231,128.60175159,영업/정상,053-715-3300,,"대구광역시 중구 달구벌대로 2179, 눈빌딩 1층~8층 (삼덕동2가)",병원,48,150
4033,대한요양병원,35.859855514,128.59158219,영업/정상,053-218-8800,,"대구광역시 중구 중앙대로 297, 3~7층 (남산동)",요양병원(일반요양병원),22,149
4034,대구자생한방병원,35.866462139,128.58610744,영업/정상,715-7111,대구광역시 중구 동산동 360번지 5~9층,"대구광역시 중구 달구벌대로 2033, 5층~9층 (동산동, 대구메디센터)",한방병원,47,70
4035,경북대학교치과병원,35.864125548,128.60171299,영업/정상,600-7114,대구광역시 중구 삼덕동2가 188번지 1호,"대구광역시 중구 달구벌대로 2175 (삼덕동2가, 경북대학교치과병원)",치과병원,127,12
4036,경북대학교병원,35.866309718,128.6047421,영업/정상,053-200-5114,,"대구광역시 중구 동덕로 130 (삼덕동2가, 경북대학교병원)",종합병원,1710,866
4037,곽병원,35.870717333,128.58867802,영업/정상,053-252-2401,,대구광역시 중구 국채보상로 531 (수동),종합병원,155,221
4038,내이치과병원,35.862341111,128.59974189,영업/정상,053-423-3500,,대구광역시 중구 대봉로 267 (봉산동),치과병원,1,0
4039,남산병원,35.861481838,128.58184203,영업/정상,053-250-1100,,대구광역시 중구 남산로13길 9 (남산동),병원,95,204
4040,로이스덕영치과병원,35.870548396,128.58656647,영업/정상,053-256-2145,,대구광역시 중구 국채보상로 511 (서문로2가),치과병원,12,0
4041,우리들병원,35.869529086,128.60109347,영업/정상,053-212-3000,,대구광역시 중구 국채보상로 648 (동인동2가),병원,125,145
4042,분홍빛으로병원,35.867215004,128.60336581,영업/정상,053-606-0777,,대구광역시 중구 동덕로 141 (삼덕동2가),병원,20,30
4043,미르치과병원,35.865016047,128.60006975,영업/정상,532121000,대구광역시 중구 삼덕2가 149-132,대구광역시 중구 공평로 12 (삼덕동2가),치과병원,27,0
4044,에프엠치과병원,35.850865855,128.53766642,영업/정상,053-560-1000,대구광역시 달서구 죽전동 278-1,"대구광역시 달서구 달구벌대로 1565, 4,6,7,8층 (죽전동)",치과병원,10,0
4045,의료법인상보의료재단 대구경상요양병원,35.857395139,128.55837219,영업/정상,053-620-7300,대구광역시 달서구 두류동 148-1 두류빌딩,"대구광역시 달서구 달구벌대로 1762, 두류빌딩 7층 (두류동)",요양병원(일반요양병원),9,61
4046,휴요양병원,35.85174764,128.5732372,영업/정상,053-652-2220,대구광역시 달서구 두류동 807번지 5호,"대구광역시 달서구 성당로 215, 1~7층 (두류동)",요양병원(일반요양병원),33,238
4047,위드병원,35.860677877,128.5741249,영업/정상,053-522-1275,대구광역시 달서구 두류동 1186-6,"대구광역시 달서구 명덕로 23, 2~7층 (두류동)",정신병원,31,258
4048,백두병원,35.811392309,128.51772307,영업/정상,053-425-5919,대구광역시 달서구 진천동 785번지 20호,대구광역시 달서구 월배로 18 (진천동),병원,41,62
4049,한국보훈복지의료공단 대구보훈병원,35.802868703,128.55212689,영업/정상,053-630-7000,,대구광역시 달서구 월곡로 60 (도원동),종합병원,417,457
4050,의료법인 일민의료재단 세강병원,35.836784672,128.55171371,영업/정상,053-215-6200,대구광역시 달서구 송현동 56번지 2호 세강병원,"대구광역시 달서구 구마로 220, 세강병원 (송현동)",병원,83,172
4051,(의)서봉의료재단 보강병원,35.813770204,128.52574205,영업/정상,053-641-9200,대구광역시 달서구 진천동511-10,대구광역시 달서구 월배로 102 (진천동),병원,135,160
4052,보광병원,35.836880627,128.54184274,영업/정상,053-651-3232,대구광역시 달서구 본동 820번지 1호 보광병원,"대구광역시 달서구 구마로 128, 보광병원 (본동)",병원,103,151
4053,성서병원,35.850891074,128.4931825,영업/정상,053-584-6655,대구광역시 달서구 신당동1272-9,대구광역시 달서구 달구벌대로 1152 (신당동),병원,27,138
4054,의료법인명문의료재단 대구기독병원,,,영업/정상,053-606-1616,,대구광역시 달서구 달구벌대로 1750 (두류동),병원,35,99
4055,곽치과병원,35.837939984,128.55688513,영업/정상,053-654-3447,,"대구광역시 달서구 구마로 265, 5층 (성당동, 미래빌딩)",치과병원,3,0
4056,의료법인열경의료재단 허병원,35.833464214,128.53943068,영업/정상,053-527-0300,대구광역시 달서구 본동1144,대구광역시 달서구 학산로 121 (본동),병원,25,354
4057,미래여성병원,,,영업/정상,053-608-7000,,대구광역시 달서구 와룡로 207 (죽전동),병원,94,39
4058,달서미즈맘병원,35.813099837,128.52146894,영업/정상,053-609-5000,대구광역시 달서구 진천동 635-3 미즈맘병원,"대구광역시 달서구 월배로 62, 미즈맘병원 지하1,2-5,8층 (진천동)",병원,35,38
4059,우리병원,,,영업/정상,053-550-6700,,대구광역시 달서구 와룡로 48 (본동),병원,63,115
4060,성서요양병원,35.84798551,128.51883651,영업/정상,053-593-7587,대구광역시 달서구 장기동 226번지 1호,대구광역시 달서구 문화회관1안길 29 (장기동),요양병원(일반요양병원),18,149
4061,대구시티병원,35.893318481,128.61971107,영업/정상,053-959-7114,,대구광역시 북구 동북로 270 (복현동),병원,73,108
4062,강북요양병원,35.939982708,128.55075304,영업/정상,053-313-6006,,대구광역시 북구 칠곡중앙대로 504-6 (읍내동),요양병원(일반요양병원),29,199
4063,로즈마리병원,35.943216316,128.5577783,영업/정상,053-210-7777,,대구광역시 북구 팔거천동로 215 (동천동),병원,83,53
4064,의료법인 효민의료재단 대구큰사랑요양병원,35.884458579,128.60484014,영업/정상,053-951-9119,"대구광역시 북구 대현동 415번지 2호 지하2층,지하1층일부,1층일부,2~4층,6층일부,9층","대구광역시 북구 대현로 46, 지하2층,지하1층일부,1층일부,2~4층,6층일부,9층 (대현동)",요양병원(일반요양병원),18,175
4065,의료법인 백산의료재단 K마디병원,35.887864892,128.57415739,영업/정상,533410119,대구광역시 북구 노원동2가 280번지,대구광역시 북구 팔달로 217 (노원동2가),병원,15,168
4066,의료법인강의료재단 강병원,35.893236693,128.56994797,영업/정상,533505000,,대구광역시 북구 노원로 70 (노원동3가),병원,36,272
4067,무지개아동병원,,,영업/정상,053-356-7001,,"대구광역시 북구 침산로 138 (침산동, 명성프라임)",병원,14,38
4068,햇살요양병원,35.943895304,128.55870646,영업/정상,053-326-0078,,대구광역시 북구 팔거천동로 224 (동천동),요양병원(일반요양병원),20,150
4069,신세계병원,35.897631079,128.61365317,영업/정상,053-954-7771,대구광역시 북구 산격3동 1287번지 4호,대구광역시 북구 동북로 196 (산격동),병원,65,40
4070,의료법인배성의료재단 배성병원,,,영업/정상,053-383-2700,,대구광역시 북구 검단로 140 (검단동),정신병원,26,292
4071,성동병원,35.940586393,128.5478784,영업/정상,053-325-0009,,대구광역시 북구 칠곡중앙대로99길 21 (관음동),정신병원,21,253
4072,대구삼선병원,35.935613206,128.54921176,영업/정상,053-326-7575,,대구광역시 북구 칠곡중앙대로 448 (읍내동),병원,25,76
4073,한성병원,35.876049502,128.59817075,영업/정상,053-422-3114,대구광역시 북구 칠성동2가 302번지 112호,대구광역시 북구 칠성남로30길 28 (칠성동2가),병원,8,85
4074,대구가톨릭대학교 칠곡가톨릭병원,35.934900982,128.54928831,영업/정상,053-320-2500,,대구광역시 북구 칠곡중앙대로 440 (읍내동),종합병원,142,161
4075,M병원,35.889056423,128.56642756,영업/정상,053-359-3771,대구광역시 북구 노원동3가 762번지,대구광역시 북구 팔달로 147 (노원동3가),정신병원,24,230
4076,대구병원,35.913268395,128.54880842,영업/정상,053-311-2001,대구광역시 북구 태전동 796번지 3호,대구광역시 북구 칠곡중앙대로 194 (태전동),병원,26,112
4077,첨단요양병원,35.886207812,128.60313543,영업/정상,053-669-1000,,대구광역시 북구 대현로 19 (대현동),요양병원(일반요양병원),61,233
4078,대구보건대학교병원,35.94275184,128.55767671,영업/정상,053-320-1900,,대구광역시 북구 팔거천동로 209 (동천동),병원,96,247
4079,칠곡경북대학교병원,35.956147847,128.56435752,영업/정상,053-200-2000,,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",종합병원,1407,907
4080,뉴라이프병원,35.898154164,128.61677268,영업/정상,053-384-9119,,대구광역시 북구 공항로 15 (복현동),병원,78,201
4081,근로복지공단 대구병원,35.950736211,128.56407526,영업/정상,715-7575,대구광역시 북구 학정동 533번지,대구광역시 북구 학정로 515 (학정동),병원,103,200
4082,한솔요양병원,35.890788192,128.59013946,영업/정상,053-354-5555,대구광역시 북구 침산3동 341번지 5호,대구광역시 북구 침산로 167 (침산동),요양병원(일반요양병원),30,243
4083,아리채요양병원,35.958951662,128.56627556,영업/정상,053-321-0020,,대구광역시 북구 노본길 15-3 (학정동),요양병원(일반요양병원),19,148
4084,척척병원,,,영업/정상,053-718-7700,,"대구광역시 북구 칠곡중앙대로 519, 지하1층~지상5층층 (읍내동)",병원,46,77
4085,문요양병원,35.9153427,128.54796231,영업/정상,533266800,"대구광역시 북구 태전동 496-15 지하2층, 1층~7층","대구광역시 북구 칠곡중앙대로 215, 지하2층, 1층~7층 (태전동)",요양병원(일반요양병원),25,199
4086,칠성요양병원,35.875038204,128.60570131,영업/정상,053-256-3456,"대구광역시 북구 칠성동1가 151번지 3호 2,4층일부,5-7층","대구광역시 북구 신암로 27, 2,4층일부,5-7층 (칠성동1가)",요양병원(일반요양병원),17,147
4087,해피아이병원,35.942989378,128.55773512,영업/정상,053-219-1133,,"대구광역시 북구 팔거천동로 213, 3층~6층 (동천동)",병원,24,60
4088,침산제이병원,35.888714558,128.58627947,영업/정상,353-4900,"대구광역시 북구 침산동 430번지 15호 다빈치 타워 1,3,4,6~8","대구광역시 북구 침산남로 94, 다빈치 타워 1,3,4,6~8층 (침산동)",병원,5,161
4089,경상북도김천의료원,36.122453162,128.12667727,영업/정상,054-432-8901,경상북도 김천시 모암동 85,경상북도 김천시 모암길 24 (모암동),종합병원,90,285
4090,의료법인 영은의료재단 김천신경정신병원,36.148339665,128.11482405,영업/정상,054-432-5040,경상북도 김천시 응명동 957,경상북도 김천시 아홉사리길 140-49 (응명동),정신병원,21,299
4091,의료법인 덕산의료재단 김천제일병원,36.135481162,128.11900341,영업/정상,054-420-9300,경상북도 김천시 신음동 462-14,경상북도 김천시 신음1길 12 (신음동),종합병원,146,297
4092,경상북도립김천노인전문요양병원,36.211271543,128.05246784,영업/정상,054-420-7200,경상북도 김천시 어모면 능치리 632-4,경상북도 김천시 어모면 신애길 100-10,요양병원(일반요양병원),20,256
4093,김천요양병원,36.121041867,128.12748609,영업/정상,054-430-0202,,경상북도 김천시 모암길 3 (용두동),요양병원(일반요양병원),21,194
4094,충청남도서산의료원,36.775506574,126.46550084,영업/정상,041-689-7000,충청남도 서산시 석림동 568번지 5호,충청남도 서산시 중앙로 149 (석림동),종합병원,120,278
4095,서산중앙병원,36.781771705,126.50350559,영업/정상,041-661-1000,충청남도 서산시 수석동 1번지 1호,충청남도 서산시 수석산업로 5 (수석동),종합병원,114,299
4096,계룡장수요양병원,36.2860655,127.2172659,영업/정상,042-840-7676,,충청남도 계룡시 엄사면 향적산길 48-8,요양병원(일반요양병원),16,140
4097,우리요양병원,36.771106572,126.45312794,영업/정상,041-665-1166,충청남도 서산시 석남동 16번지 28호,충청남도 서산시 동헌로 15 (석남동),요양병원(일반요양병원),17,136
4098,대전대학교천안한방병원,36.825614524,127.12838818,영업/정상,041-521-7000,충청남도 천안시 서북구 두정동 621번지,충청남도 천안시 서북구 노태산로 4 (두정동),한방병원,38,99
4099,단국대학교의과대학부속병원,,,영업/정상,041-550-7114,충청남도 천안시 동남구 안서동 산 16번지 5호 단국대학교의과대학부속병원,"충청남도 천안시 동남구 망향로 201 (안서동, 단국대학교의과대학부속병원)",종합병원,977,922
4100,의료법인영서의료재단천안충무병원,36.797475651,127.13163098,영업/정상,041-570-7555,충청남도 천안시 서북구 쌍용동 542-3 충무병원,"충청남도 천안시 서북구 다가말3길 8, 충무병원 (쌍용동)",종합병원,52,364
4101,혜성산부인과병원,36.8009363,127.13048704,영업/정상,041-572-4567,충청남도 천안시 서북구 쌍용1동 1197번지,충청남도 천안시 서북구 미라2길 18-11 (쌍용동),병원,8,32
4102,새금산병원,36.104039298,127.49633832,영업/정상,041-754-8272,,충청남도 금산군 금산읍 비단로 183,병원,11,61
4103,금산효사랑요양병원,36.08274366,127.5055527,영업/정상,041-751-2111,충청남도 금산군 남일면 황풍리 343번지 6호,충청남도 금산군 남일면 무금로 2145,요양병원(일반요양병원),26,178
4104,새금산요양병원,36.104039298,127.49633832,영업/정상,754-0060,충청남도 금산군 금산읍 중도리 56번지 12호,충청남도 금산군 금산읍 비단로 183,요양병원(일반요양병원),15,140
4105,의료법인 연훈의료재단 청양훈요양병원,,,영업/정상,041-943-8114,충청남도 청양군 청양읍 송방리 358번지 4호,충청남도 청양군 청양읍 칠갑산로 157,요양병원(일반요양병원),13,105
4106,의료법인 가온의료재단 청양요양병원,36.453211502,126.80318504,영업/정상,041-944-1277,,충청남도 청양군 청양읍 중앙로 151,요양병원(일반요양병원),9,98
